,,Author,Date,Rating,"Rating Delivery Service","Rating Product Quality","Rating Seller Service",Review,Version,"Oversea Shopping",Region,"Picture included",Photos,Videos,"Profile Url","Review Url"
1,,l*****s,"2023-10-20 01:07:53",5,5,5,4,"Best Feature:good
Performance:good
Product Quality:good",,no,ph,no,,,"Rating Total: 155; No Stars: 1 reviews; *: 0 reviews; **: 1 reviews; ***: 5 reviews; ****: 148 reviews;  With Context: 57;  With Image: 59;  With Media: 59;  Local Review: 155; ",https://shopee.vn/shop/155168434,https://shopee.ph/p-i.77398075.23824890994,,
2,,7thseeker,"2023-11-08 09:36:33",5,5,5,5,"
https://cf.shopee.vn/file/ph-11134103-7r98z-lntv8np1i5ju7d
https://cf.shopee.vn/file/ph-11134103-7r98z-lntv8np1i5ju7d",,no,ph,yes,https://cf.shopee.vn/file/ph-11134103-7r98z-lntv8np1i5ju7d,,"Rating Total: 155; No Stars: 1 reviews; *: 0 reviews; **: 1 reviews; ***: 5 reviews; ****: 148 reviews;  With Context: 57;  With Image: 59;  With Media: 59;  Local Review: 155; ",https://shopee.vn/shop/14232411,https://shopee.ph/p-i.77398075.23824890994,https://cf.shopee.vn/file/ph-11134103-7r98z-lntv8np1i5ju7d,
3,,r*****n,"2023-11-11 12:39:19",5,5,5,5,"
https://cf.shopee.vn/file/ph-11134103-7r98q-lnybwnssqq9590
https://cf.shopee.vn/file/ph-11134103-7r98v-lnybwnsir4iid0
https://cf.shopee.vn/file/ph-11134103-7r98q-lnybwnssqq9590
https://cf.shopee.vn/file/ph-11134103-7r98v-lnybwnsir4iid0",,no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98q-lnybwnssqq9590, https://cf.shopee.vn/file/ph-11134103-7r98v-lnybwnsir4iid0",,"Rating Total: 155; No Stars: 1 reviews; *: 0 reviews; **: 1 reviews; ***: 5 reviews; ****: 148 reviews;  With Context: 57;  With Image: 59;  With Media: 59;  Local Review: 155; ",https://shopee.vn/shop/206812103,https://shopee.ph/p-i.77398075.23824890994,"https://cf.shopee.vn/file/ph-11134103-7r98q-lnybwnssqq9590,https://cf.shopee.vn/file/ph-11134103-7r98v-lnybwnsir4iid0",
4,,jzrlcrls,"2023-11-12 15:47:43",5,5,5,5,,,no,ph,no,,,"Rating Total: 155; No Stars: 1 reviews; *: 0 reviews; **: 1 reviews; ***: 5 reviews; ****: 148 reviews;  With Context: 57;  With Image: 59;  With Media: 59;  Local Review: 155; ",https://shopee.vn/shop/126048930,https://shopee.ph/p-i.77398075.23824890994,,
5,,m*****6,"2023-11-16 05:19:02",5,5,5,5,"Performance:NOT YET TESTED
Product Quality:10/10, EXCELLENT
Best Feature:AMD SMART ACCESS MEMORY

THANK YOU EASYPC FOR THE BEST DEAL EVER! From 12k to 10k real quick. The service was phenomenal and quick. Once again, thanks EasyPC. 

I’ll be back for an update.
https://cf.shopee.vn/file/ph-11134103-7r98o-lo510gc10yyzde
https://cf.shopee.vn/file/ph-11134103-7r98x-lo510gc19e8qe5
https://cf.shopee.vn/file/ph-11134103-7r98v-lo510gc10yu2f2
https://cf.shopee.vn/file/ph-11134103-7r98o-lo510gc10yyzde
https://cf.shopee.vn/file/ph-11134103-7r98x-lo510gc19e8qe5
https://cf.shopee.vn/file/ph-11134103-7r98v-lo510gc10yu2f2",,no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98o-lo510gc10yyzde, https://cf.shopee.vn/file/ph-11134103-7r98x-lo510gc19e8qe5, https://cf.shopee.vn/file/ph-11134103-7r98v-lo510gc10yu2f2",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke15-lo510mwze7t7d0.default.mp4,"Rating Total: 155; No Stars: 1 reviews; *: 0 reviews; **: 1 reviews; ***: 5 reviews; ****: 148 reviews;  With Context: 57;  With Image: 59;  With Media: 59;  Local Review: 155; ",https://shopee.vn/shop/135572181,https://shopee.ph/p-i.77398075.23824890994,"https://cf.shopee.vn/file/ph-11134103-7r98o-lo510gc10yyzde,https://cf.shopee.vn/file/ph-11134103-7r98x-lo510gc19e8qe5,https://cf.shopee.vn/file/ph-11134103-7r98v-lo510gc10yu2f2",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke15-lo510mwze7t7d0.default.mp4
6,,jimsamek15,"2023-11-19 07:55:16",5,3,5,5,"
https://cf.shopee.vn/file/ph-11134103-7r98s-lo9gttp0fcka7f
https://cf.shopee.vn/file/ph-11134103-7r98q-lo9gttozzwbee4
https://cf.shopee.vn/file/ph-11134103-7r98s-lo9gttp0fcka7f
https://cf.shopee.vn/file/ph-11134103-7r98q-lo9gttozzwbee4",,no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98s-lo9gttp0fcka7f, https://cf.shopee.vn/file/ph-11134103-7r98q-lo9gttozzwbee4",,"Rating Total: 155; No Stars: 1 reviews; *: 0 reviews; **: 1 reviews; ***: 5 reviews; ****: 148 reviews;  With Context: 57;  With Image: 59;  With Media: 59;  Local Review: 155; ",https://shopee.vn/shop/86405846,https://shopee.ph/p-i.77398075.23824890994,"https://cf.shopee.vn/file/ph-11134103-7r98s-lo9gttp0fcka7f,https://cf.shopee.vn/file/ph-11134103-7r98q-lo9gttozzwbee4",
7,,hohohaha346,"2023-11-19 12:22:05",5,5,5,5,"Best Feature:noice
Product Quality:noice
Performance:noice

thank you Asrock, EasyPc and Shopee for this opportunity to upgrade my GPU from 2nd-hand 1650super to brand new RX 6600.. that was  WTF discounts! 5 stars!
https://cf.shopee.vn/file/ph-11134103-7r98w-lo9q9joiw4qz60
https://cf.shopee.vn/file/ph-11134103-7r98w-lo9q9joiw4qz60",,no,ph,yes,https://cf.shopee.vn/file/ph-11134103-7r98w-lo9q9joiw4qz60,https://down-cvs-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke17-lo9q93qq7t5m13.default.mp4,"Rating Total: 155; No Stars: 1 reviews; *: 0 reviews; **: 1 reviews; ***: 5 reviews; ****: 148 reviews;  With Context: 57;  With Image: 59;  With Media: 59;  Local Review: 155; ",https://shopee.vn/shop/542913098,https://shopee.ph/p-i.77398075.23824890994,https://cf.shopee.vn/file/ph-11134103-7r98w-lo9q9joiw4qz60,https://down-cvs-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke17-lo9q93qq7t5m13.default.mp4
8,,dmgloriane,"2023-11-26 11:29:41",5,5,5,5,"Secured and working. Item is bnew.
https://cf.shopee.vn/file/ph-11134103-7r98t-loj80tps0sp1c7
https://cf.shopee.vn/file/ph-11134103-7r98p-loj80tps279h8a
https://cf.shopee.vn/file/ph-11134103-7r98t-loj80tps0sp1c7
https://cf.shopee.vn/file/ph-11134103-7r98p-loj80tps279h8a",,no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98t-loj80tps0sp1c7, https://cf.shopee.vn/file/ph-11134103-7r98p-loj80tps279h8a",,"Rating Total: 155; No Stars: 1 reviews; *: 0 reviews; **: 1 reviews; ***: 5 reviews; ****: 148 reviews;  With Context: 57;  With Image: 59;  With Media: 59;  Local Review: 155; ",https://shopee.vn/shop/63942896,https://shopee.ph/p-i.77398075.23824890994,"https://cf.shopee.vn/file/ph-11134103-7r98t-loj80tps0sp1c7,https://cf.shopee.vn/file/ph-11134103-7r98p-loj80tps279h8a",
9,,d*****_,"2023-11-28 14:24:44",5,5,5,5,"Product Quality:✓
Best Feature:✓
Performance:✓

Maayus ang product at packaging ng item
Mabilis sya dumating na test ko goods as new talaga
Thanks Easy Pc 😁😁😁
https://cf.shopee.vn/file/ph-11134103-7r98t-lomoyvruyacw19
https://cf.shopee.vn/file/ph-11134103-7r98w-lomoyvgrej1sa6
https://cf.shopee.vn/file/ph-11134103-7r98z-lomoyvs4xvok67
https://cf.shopee.vn/file/ph-11134103-7r98o-lomoyvgrfxm80b
https://cf.shopee.vn/file/ph-11134103-7r98t-lomoyvruyacw19
https://cf.shopee.vn/file/ph-11134103-7r98w-lomoyvgrej1sa6
https://cf.shopee.vn/file/ph-11134103-7r98z-lomoyvs4xvok67
https://cf.shopee.vn/file/ph-11134103-7r98o-lomoyvgrfxm80b",,no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98t-lomoyvruyacw19, https://cf.shopee.vn/file/ph-11134103-7r98w-lomoyvgrej1sa6, https://cf.shopee.vn/file/ph-11134103-7r98z-lomoyvs4xvok67, https://cf.shopee.vn/file/ph-11134103-7r98o-lomoyvgrfxm80b",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke14-lomp5q150hpg36.default.mp4,"Rating Total: 155; No Stars: 1 reviews; *: 0 reviews; **: 1 reviews; ***: 5 reviews; ****: 148 reviews;  With Context: 57;  With Image: 59;  With Media: 59;  Local Review: 155; ",https://shopee.vn/shop/102837163,https://shopee.ph/p-i.77398075.23824890994,"https://cf.shopee.vn/file/ph-11134103-7r98t-lomoyvruyacw19,https://cf.shopee.vn/file/ph-11134103-7r98w-lomoyvgrej1sa6,https://cf.shopee.vn/file/ph-11134103-7r98z-lomoyvs4xvok67,https://cf.shopee.vn/file/ph-11134103-7r98o-lomoyvgrfxm80b",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke14-lomp5q150hpg36.default.mp4
10,,k*****1,"2023-12-04 09:54:50",5,5,5,5,"Performance:outstanding
Best Feature:outstanding
Product Quality:outsanding

Thank you very much...number 1 easy pc!
https://cf.shopee.vn/file/ph-11134103-7r98s-louzqbmup2rza5
https://cf.shopee.vn/file/ph-11134103-7r98w-louzqblr65m102
https://cf.shopee.vn/file/ph-11134103-7r98s-louzqbmup2rza5
https://cf.shopee.vn/file/ph-11134103-7r98w-louzqblr65m102",,no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98s-louzqbmup2rza5, https://cf.shopee.vn/file/ph-11134103-7r98w-louzqblr65m102",,"Rating Total: 155; No Stars: 1 reviews; *: 0 reviews; **: 1 reviews; ***: 5 reviews; ****: 148 reviews;  With Context: 57;  With Image: 59;  With Media: 59;  Local Review: 155; ",https://shopee.vn/shop/467307145,https://shopee.ph/p-i.77398075.23824890994,"https://cf.shopee.vn/file/ph-11134103-7r98s-louzqbmup2rza5,https://cf.shopee.vn/file/ph-11134103-7r98w-louzqblr65m102",
