,,Author,Date,Rating,"Rating Delivery Service","Rating Product Quality","Rating Seller Service",Review,Version,"Oversea Shopping",Region,"Picture included",Photos,Videos,"Profile Url","Review Url"
1,,2c7ebmu1ey,"2023-11-13 08:21:47",5,5,5,5,"I started by looking at it again and again. I didn't expect it to be worth it. The fabric workmanship is quite impressive. The purchase is worth it.","RED,M",no,ph,no,,,"Rating Total: 111; No Stars: 3 reviews; *: 1 reviews; **: 4 reviews; ***: 16 reviews; ****: 87 reviews;  With Context: 50;  With Image: 32;  With Media: 32;  Local Review: 111;  Overall Fit Small: 4;  Overall Fit Fit: 54;  Overall Fit Large: 8; ",https://shopee.vn/shop/1053286511,https://shopee.ph/p-i.469057901.17196325139,,
2,,roxan_7,"2023-11-17 11:11:11",4,5,4,5,"ganduhhhh
https://cf.shopee.vn/file/ph-11134103-7r991-lo6szfaqq2ob28
https://cf.shopee.vn/file/ph-11134103-7r991-lo6szfaqq2ob28","BLACK,M",no,ph,yes,https://cf.shopee.vn/file/ph-11134103-7r991-lo6szfaqq2ob28,,"Rating Total: 111; No Stars: 3 reviews; *: 1 reviews; **: 4 reviews; ***: 16 reviews; ****: 87 reviews;  With Context: 50;  With Image: 32;  With Media: 32;  Local Review: 111;  Overall Fit Small: 4;  Overall Fit Fit: 54;  Overall Fit Large: 8; ",https://shopee.vn/shop/130475241,https://shopee.ph/p-i.469057901.17196325139,https://cf.shopee.vn/file/ph-11134103-7r991-lo6szfaqq2ob28,
3,,d*****6,"2023-11-23 09:17:36",4,5,4,5,,"WHITE,XL",no,ph,no,,,"Rating Total: 111; No Stars: 3 reviews; *: 1 reviews; **: 4 reviews; ***: 16 reviews; ****: 87 reviews;  With Context: 50;  With Image: 32;  With Media: 32;  Local Review: 111;  Overall Fit Small: 4;  Overall Fit Fit: 54;  Overall Fit Large: 8; ",https://shopee.vn/shop/43632138,https://shopee.ph/p-i.469057901.17196325139,,
4,,j*****9,"2023-11-23 14:32:10",3,5,3,5,"maganda naman sha pero yung zipper lng talaga ang ayaw ko hindi sya yung metal and ang sikip nung hood btw yung design sa hood hindi pantay 😭
https://cf.shopee.vn/file/ph-11134103-7r98o-lofkircarvb976
https://cf.shopee.vn/file/ph-11134103-7r98u-lofkircacf6uc8
https://cf.shopee.vn/file/ph-11134103-7r98q-lofkircacf2d5d
https://cf.shopee.vn/file/ph-11134103-7r98v-lofkircadtmtfa
https://cf.shopee.vn/file/ph-11134103-7r98o-lofkircarvb976
https://cf.shopee.vn/file/ph-11134103-7r98u-lofkircacf6uc8
https://cf.shopee.vn/file/ph-11134103-7r98q-lofkircacf2d5d
https://cf.shopee.vn/file/ph-11134103-7r98v-lofkircadtmtfa","WHITE,XL",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98o-lofkircarvb976, https://cf.shopee.vn/file/ph-11134103-7r98u-lofkircacf6uc8, https://cf.shopee.vn/file/ph-11134103-7r98q-lofkircacf2d5d, https://cf.shopee.vn/file/ph-11134103-7r98v-lofkircadtmtfa",,"Rating Total: 111; No Stars: 3 reviews; *: 1 reviews; **: 4 reviews; ***: 16 reviews; ****: 87 reviews;  With Context: 50;  With Image: 32;  With Media: 32;  Local Review: 111;  Overall Fit Small: 4;  Overall Fit Fit: 54;  Overall Fit Large: 8; ",https://shopee.vn/shop/324018846,https://shopee.ph/p-i.469057901.17196325139,"https://cf.shopee.vn/file/ph-11134103-7r98o-lofkircarvb976,https://cf.shopee.vn/file/ph-11134103-7r98u-lofkircacf6uc8,https://cf.shopee.vn/file/ph-11134103-7r98q-lofkircacf2d5d,https://cf.shopee.vn/file/ph-11134103-7r98v-lofkircadtmtfa",
5,,queenie_abrao,"2023-11-24 08:26:57",5,5,5,5,,"WHITE,XL",no,ph,no,,,"Rating Total: 111; No Stars: 3 reviews; *: 1 reviews; **: 4 reviews; ***: 16 reviews; ****: 87 reviews;  With Context: 50;  With Image: 32;  With Media: 32;  Local Review: 111;  Overall Fit Small: 4;  Overall Fit Fit: 54;  Overall Fit Large: 8; ",https://shopee.vn/shop/254713739,https://shopee.ph/p-i.469057901.17196325139,,
6,,a*****a,"2023-11-26 06:28:22",5,5,5,5,"Appearance:10/10
Colour:10/10 tho red yung web sa white pero black maganda
Material Quality:10/10

Sana kasya sa bf ko yung Large pero yung medium sakto siya sakin🥹mabait din si seller kala ko aabutin ng dec shipping nabili ko din siya nung 11.11 + may P100 voucher tas free sf all over maganda satisfied ako🥰🥰 embroidered talaga siya
https://cf.shopee.vn/file/ph-11134103-7r98x-lojd9l4xpgpye0
https://cf.shopee.vn/file/ph-11134103-7r990-lojd9l4y4wyu37
https://cf.shopee.vn/file/ph-11134103-7r98z-lojd9l57p23q40
https://cf.shopee.vn/file/ph-11134103-7r990-lojd9l4xqvaeb8
https://cf.shopee.vn/file/ph-11134103-7r98u-lojd9l4y6bja3a
https://cf.shopee.vn/file/ph-11134103-7r98x-lojd9l4xpgpye0
https://cf.shopee.vn/file/ph-11134103-7r990-lojd9l4y4wyu37
https://cf.shopee.vn/file/ph-11134103-7r98z-lojd9l57p23q40
https://cf.shopee.vn/file/ph-11134103-7r990-lojd9l4xqvaeb8
https://cf.shopee.vn/file/ph-11134103-7r98u-lojd9l4y6bja3a","BLACK,L",no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98x-lojd9l4xpgpye0, https://cf.shopee.vn/file/ph-11134103-7r990-lojd9l4y4wyu37, https://cf.shopee.vn/file/ph-11134103-7r98z-lojd9l57p23q40, https://cf.shopee.vn/file/ph-11134103-7r990-lojd9l4xqvaeb8, https://cf.shopee.vn/file/ph-11134103-7r98u-lojd9l4y6bja3a",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke17-lojdanud2cpyc9.default.mp4,"Rating Total: 111; No Stars: 3 reviews; *: 1 reviews; **: 4 reviews; ***: 16 reviews; ****: 87 reviews;  With Context: 50;  With Image: 32;  With Media: 32;  Local Review: 111;  Overall Fit Small: 4;  Overall Fit Fit: 54;  Overall Fit Large: 8; ",https://shopee.vn/shop/118552288,https://shopee.ph/p-i.469057901.17196325139,"https://cf.shopee.vn/file/ph-11134103-7r98x-lojd9l4xpgpye0,https://cf.shopee.vn/file/ph-11134103-7r990-lojd9l4y4wyu37,https://cf.shopee.vn/file/ph-11134103-7r98z-lojd9l57p23q40,https://cf.shopee.vn/file/ph-11134103-7r990-lojd9l4xqvaeb8,https://cf.shopee.vn/file/ph-11134103-7r98u-lojd9l4y6bja3a",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke17-lojdanud2cpyc9.default.mp4
7,,i*****n,"2023-11-26 13:46:46",5,5,5,5,,"WHITE,XL",no,ph,no,,,"Rating Total: 111; No Stars: 3 reviews; *: 1 reviews; **: 4 reviews; ***: 16 reviews; ****: 87 reviews;  With Context: 50;  With Image: 32;  With Media: 32;  Local Review: 111;  Overall Fit Small: 4;  Overall Fit Fit: 54;  Overall Fit Large: 8; ",https://shopee.vn/shop/339333556,https://shopee.ph/p-i.469057901.17196325139,,
8,,monami_12,"2023-11-28 10:39:54",5,5,5,5,"Appearance:Cool
Colour:Good
Material Quality:Great

Ang ayaw ko Lang dito is yung zipper, hindi siya katulad nung iba na Meron design na web. Though overall maganda ang quality ng jacket/hoodie. Na ship agad siya than what I was expecting.

Might order the other two designs:D","RED,L",no,ph,no,,,"Rating Total: 111; No Stars: 3 reviews; *: 1 reviews; **: 4 reviews; ***: 16 reviews; ****: 87 reviews;  With Context: 50;  With Image: 32;  With Media: 32;  Local Review: 111;  Overall Fit Small: 4;  Overall Fit Fit: 54;  Overall Fit Large: 8; ",https://shopee.vn/shop/90384654,https://shopee.ph/p-i.469057901.17196325139,,
9,,xydelfernandez,"2023-11-29 04:53:57",5,5,5,5,,"RED,XL",no,ph,no,,,"Rating Total: 111; No Stars: 3 reviews; *: 1 reviews; **: 4 reviews; ***: 16 reviews; ****: 87 reviews;  With Context: 50;  With Image: 32;  With Media: 32;  Local Review: 111;  Overall Fit Small: 4;  Overall Fit Fit: 54;  Overall Fit Large: 8; ",https://shopee.vn/shop/674840982,https://shopee.ph/p-i.469057901.17196325139,,
10,,s*****s,"2023-11-29 14:30:57",5,5,5,5,,"WHITE,M",no,ph,no,,,"Rating Total: 111; No Stars: 3 reviews; *: 1 reviews; **: 4 reviews; ***: 16 reviews; ****: 87 reviews;  With Context: 50;  With Image: 32;  With Media: 32;  Local Review: 111;  Overall Fit Small: 4;  Overall Fit Fit: 54;  Overall Fit Large: 8; ",https://shopee.vn/shop/368622647,https://shopee.ph/p-i.469057901.17196325139,,
