,,Author,Date,Rating,"Rating Delivery Service","Rating Product Quality","Rating Seller Service",Review,Version,"Oversea Shopping",Region,"Picture included",Photos,Videos,"Profile Url","Review Url"
1,,analizasevilla298,"2023-10-04 09:20:19",5,5,5,5,"Material Quality:good quality
Appearance:nice
Colour:nice color","Muted green",no,ph,no,,,"Rating Total: 805; No Stars: 61 reviews; *: 31 reviews; **: 47 reviews; ***: 91 reviews; ****: 575 reviews;  With Context: 227;  With Image: 67;  With Media: 69;  Local Review: 805;  Overall Fit Small: 29;  Overall Fit Fit: 305;  Overall Fit Large: 39; ",https://shopee.vn/shop/1034918949,https://shopee.ph/p-i.41311013.20592936842,,
2,,lifewell_ph,"2023-10-06 05:54:05",5,5,5,5,"Ito tlga yung shop na lage kong binibilhan ng damit. Maganda yung mga tela ginagamit nila stretchable then maganda din pagkakatahi. Cheaper din kesa sa ibang store and mall quality. I will continue to order sa shop nyo. Thank you seller. Ang bilis din dumating after 2 days nareceive ko agad. Nakapack agad after ilang oras na inorder ko yung items. Superb customer service!","Old rose",no,ph,no,,,"Rating Total: 805; No Stars: 61 reviews; *: 31 reviews; **: 47 reviews; ***: 91 reviews; ****: 575 reviews;  With Context: 227;  With Image: 67;  With Media: 69;  Local Review: 805;  Overall Fit Small: 29;  Overall Fit Fit: 305;  Overall Fit Large: 39; ",https://shopee.vn/shop/103018179,https://shopee.ph/p-i.41311013.20592936842,,
3,,joraphil16,"2023-10-09 03:41:48",5,5,5,5,"Appearance:Good
Colour:great
Material Quality:high quality

Thank you seller! Ang ganda lahat 🥰❤️ Thank you also for informing me about the changes in my orders. Kudos to you!
https://cf.shopee.vn/file/ph-11134103-7r98t-lmmp2fof2gzz9a
https://cf.shopee.vn/file/ph-11134103-7r98t-lmmp2fof2gzz9a",Black,no,ph,yes,https://cf.shopee.vn/file/ph-11134103-7r98t-lmmp2fof2gzz9a,https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke15-lmmp3baatbe932.default.mp4,"Rating Total: 805; No Stars: 61 reviews; *: 31 reviews; **: 47 reviews; ***: 91 reviews; ****: 575 reviews;  With Context: 227;  With Image: 67;  With Media: 69;  Local Review: 805;  Overall Fit Small: 29;  Overall Fit Fit: 305;  Overall Fit Large: 39; ",https://shopee.vn/shop/481735633,https://shopee.ph/p-i.41311013.20592936842,https://cf.shopee.vn/file/ph-11134103-7r98t-lmmp2fof2gzz9a,https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke15-lmmp3baatbe932.default.mp4
4,,p*****7,"2023-10-11 07:21:51",5,5,5,5,"Appearance:look sexy when worn
Colour:malamig sa mata
Material Quality:good for the price","Muted green",no,ph,no,,,"Rating Total: 805; No Stars: 61 reviews; *: 31 reviews; **: 47 reviews; ***: 91 reviews; ****: 575 reviews;  With Context: 227;  With Image: 67;  With Media: 69;  Local Review: 805;  Overall Fit Small: 29;  Overall Fit Fit: 305;  Overall Fit Large: 39; ",https://shopee.vn/shop/946139648,https://shopee.ph/p-i.41311013.20592936842,,
5,,balanjhaye,"2023-10-11 07:39:38",5,5,5,5,"Appearance:Lakas makasexy eyyy saktong sakto pang date🤭☺️☺️☺️
Colour:Nakakaputi lalo
Material Quality:Apaganda hindi mainit bsta ang ganda🤩🤩 hindi nako nakapag pic

Thank you so much seller napakagand sa mura g halaga bili na kayo di kayo magsisisi",Nude,no,ph,no,,,"Rating Total: 805; No Stars: 61 reviews; *: 31 reviews; **: 47 reviews; ***: 91 reviews; ****: 575 reviews;  With Context: 227;  With Image: 67;  With Media: 69;  Local Review: 805;  Overall Fit Small: 29;  Overall Fit Fit: 305;  Overall Fit Large: 39; ",https://shopee.vn/shop/204186063,https://shopee.ph/p-i.41311013.20592936842,,
6,,jhinxlatagan,"2023-10-12 06:50:05",1,5,1,1,"Diko sure kung Tama Ang size n deniliver...maluwag eh,payat nman magsusuot","Old rose",no,ph,no,,,"Rating Total: 805; No Stars: 61 reviews; *: 31 reviews; **: 47 reviews; ***: 91 reviews; ****: 575 reviews;  With Context: 227;  With Image: 67;  With Media: 69;  Local Review: 805;  Overall Fit Small: 29;  Overall Fit Fit: 305;  Overall Fit Large: 39; ",https://shopee.vn/shop/616013066,https://shopee.ph/p-i.41311013.20592936842,,
7,,mycaimperial272,"2023-10-12 09:52:24",5,5,5,5,"I love it so nice what u see is what u get 

I got my parcel now😍😍😍","Muted green",no,ph,no,,,"Rating Total: 805; No Stars: 61 reviews; *: 31 reviews; **: 47 reviews; ***: 91 reviews; ****: 575 reviews;  With Context: 227;  With Image: 67;  With Media: 69;  Local Review: 805;  Overall Fit Small: 29;  Overall Fit Fit: 305;  Overall Fit Large: 39; ",https://shopee.vn/shop/1091573814,https://shopee.ph/p-i.41311013.20592936842,,
8,,s*****a,"2023-10-12 13:31:11",5,5,5,5,"Appearance:good
Material Quality:10
Colour:nude

i loved it po!",Nude,no,ph,no,,,"Rating Total: 805; No Stars: 61 reviews; *: 31 reviews; **: 47 reviews; ***: 91 reviews; ****: 575 reviews;  With Context: 227;  With Image: 67;  With Media: 69;  Local Review: 805;  Overall Fit Small: 29;  Overall Fit Fit: 305;  Overall Fit Large: 39; ",https://shopee.vn/shop/1066914006,https://shopee.ph/p-i.41311013.20592936842,,
9,,m*****s,"2023-10-12 21:34:10",4,5,4,4,"Material Quality:synthetic stretchy
Colour:black
Appearance:ok

for the price na less than 100 its really ok
stretchy nman cya and very basic yung color pwde talaga ma mix n match
very different from the photos posted but still happy with this purchase sana it has longevity 
Thanks seller shoppee and delivery guy
https://cf.shopee.vn/file/ph-11134103-7r98t-lms15nmnvyxb80
https://cf.shopee.vn/file/ph-11134103-7r98y-lms1eowrvmy9e3
https://cf.shopee.vn/file/ph-11134103-7r98t-lms15nmnvyxb80
https://cf.shopee.vn/file/ph-11134103-7r98y-lms1eowrvmy9e3",Black,no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7r98t-lms15nmnvyxb80, https://cf.shopee.vn/file/ph-11134103-7r98y-lms1eowrvmy9e3",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke15-lms1fpxpnn2ne7.default.mp4,"Rating Total: 805; No Stars: 61 reviews; *: 31 reviews; **: 47 reviews; ***: 91 reviews; ****: 575 reviews;  With Context: 227;  With Image: 67;  With Media: 69;  Local Review: 805;  Overall Fit Small: 29;  Overall Fit Fit: 305;  Overall Fit Large: 39; ",https://shopee.vn/shop/974565085,https://shopee.ph/p-i.41311013.20592936842,"https://cf.shopee.vn/file/ph-11134103-7r98t-lms15nmnvyxb80,https://cf.shopee.vn/file/ph-11134103-7r98y-lms1eowrvmy9e3",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke15-lms1fpxpnn2ne7.default.mp4
10,,d*****6,"2023-10-13 04:36:34",3,5,3,3,"Colour:black
Material Quality:thin abut right for the price
Appearance:too small

Fit of the item is only for petite to small only. Not for medium size and thin. Ok for price
https://cf.shopee.vn/file/ph-11134103-7r98w-lmsgj5g4v5ddf5
https://cf.shopee.vn/file/ph-11134103-7r98w-lmsgj5g4v5ddf5",Black,no,ph,yes,https://cf.shopee.vn/file/ph-11134103-7r98w-lmsgj5g4v5ddf5,https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke15-lmsgj5g4tqxb82.default.mp4,"Rating Total: 805; No Stars: 61 reviews; *: 31 reviews; **: 47 reviews; ***: 91 reviews; ****: 575 reviews;  With Context: 227;  With Image: 67;  With Media: 69;  Local Review: 805;  Overall Fit Small: 29;  Overall Fit Fit: 305;  Overall Fit Large: 39; ",https://shopee.vn/shop/889346511,https://shopee.ph/p-i.41311013.20592936842,https://cf.shopee.vn/file/ph-11134103-7r98w-lmsgj5g4v5ddf5,https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6ke15-lmsgj5g4tqxb82.default.mp4
