,,Author,Date,Rating,"Rating Delivery Service","Rating Product Quality","Rating Seller Service",Review,Version,"Oversea Shopping",Region,"Picture included",Photos,Videos,"Profile Url","Review Url"
1,,misskim14,"2022-11-12 12:26:08",5,5,5,5,"Thank you so much seller 💗",,no,ph,no,,,"Rating Total: 621; No Stars: 15 reviews; *: 5 reviews; **: 17 reviews; ***: 54 reviews; ****: 530 reviews;  With Context: 103;  With Image: 57;  With Media: 64;  Local Review: 621; ",https://shopee.vn/shop/144834504,https://shopee.ph/p-i.485917698.18843412320,,
2,,r*****5,"2022-12-13 04:19:27",4,5,4,5,"ok nmn sya sa una lng di gaano nag open pero gumagana sya pag nka lagay n yung daliri
https://cf.shopee.vn/file/ph-11134103-22120-dy9weo21t1kvae
https://cf.shopee.vn/file/ph-11134103-22120-dy9weo21t1kvae",,no,ph,yes,https://cf.shopee.vn/file/ph-11134103-22120-dy9weo21t1kvae,,"Rating Total: 621; No Stars: 15 reviews; *: 5 reviews; **: 17 reviews; ***: 54 reviews; ****: 530 reviews;  With Context: 103;  With Image: 57;  With Media: 64;  Local Review: 621; ",https://shopee.vn/shop/527501231,https://shopee.ph/p-i.485917698.18843412320,https://cf.shopee.vn/file/ph-11134103-22120-dy9weo21t1kvae,
3,,evangelineo.raypan,"2022-12-28 09:55:20",5,5,5,5,"Performance:Functioning very well
Suitability:Very good

Good quality...",,no,ph,no,,,"Rating Total: 621; No Stars: 15 reviews; *: 5 reviews; **: 17 reviews; ***: 54 reviews; ****: 530 reviews;  With Context: 103;  With Image: 57;  With Media: 64;  Local Review: 621; ",https://shopee.vn/shop/77842395,https://shopee.ph/p-i.485917698.18843412320,,
4,,jhaan25,"2023-01-05 01:03:04",5,5,5,5,"Performance:Great
Suitability:okay",,no,ph,no,,,"Rating Total: 621; No Stars: 15 reviews; *: 5 reviews; **: 17 reviews; ***: 54 reviews; ****: 530 reviews;  With Context: 103;  With Image: 57;  With Media: 64;  Local Review: 621; ",https://shopee.vn/shop/738522561,https://shopee.ph/p-i.485917698.18843412320,,
5,,buyerguide111,"2023-01-13 20:44:19",5,5,5,5,"Seller sent pics before sending the items off. It came with batteries which were useful for the oximeter. 

We haven’t tried the blood pressure monitor yet, but so far the oximeter was working properly without any issues. Thank you!
https://cf.shopee.vn/file/ph-11134103-23010-0m7f9myz20lve2
https://cf.shopee.vn/file/ph-11134103-23010-0m7f9myz20lve2",,no,ph,yes,https://cf.shopee.vn/file/ph-11134103-23010-0m7f9myz20lve2,,"Rating Total: 621; No Stars: 15 reviews; *: 5 reviews; **: 17 reviews; ***: 54 reviews; ****: 530 reviews;  With Context: 103;  With Image: 57;  With Media: 64;  Local Review: 621; ",https://shopee.vn/shop/499666360,https://shopee.ph/p-i.485917698.18843412320,https://cf.shopee.vn/file/ph-11134103-23010-0m7f9myz20lve2,
6,,s*****s,"2023-01-26 06:59:29",1,5,1,1,"Suitability:poor
Performance:poor

No rating coz defection unit was ship to me.one thing i didnt ipress item received yet bcoz im filing for return/refund.how come completed na? Then ask me to rate?very disappointed!!! How come completed?",,no,ph,no,,,"Rating Total: 621; No Stars: 15 reviews; *: 5 reviews; **: 17 reviews; ***: 54 reviews; ****: 530 reviews;  With Context: 103;  With Image: 57;  With Media: 64;  Local Review: 621; ",https://shopee.vn/shop/213749002,https://shopee.ph/p-i.485917698.18843412320,,
7,,e*****e,"2023-02-05 09:15:08",5,5,5,5,"Working well..
Easy to use...
No missing item..
Well packed..
Handled with care..
Battery operated...
Fast checked out
Fast ship out
Fast delivery
https://cf.shopee.vn/file/ph-11134103-23020-a6cb4nd976mv6c
https://cf.shopee.vn/file/ph-11134103-23020-l1cb4nd976mvaf
https://cf.shopee.vn/file/ph-11134103-23020-a6cb4nd976mv6c
https://cf.shopee.vn/file/ph-11134103-23020-l1cb4nd976mvaf",,no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-23020-a6cb4nd976mv6c, https://cf.shopee.vn/file/ph-11134103-23020-l1cb4nd976mvaf",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph_f11c4fbc-00fb-4130-8ea7-c65266993e47_000097.16000461675588507.mp4,"Rating Total: 621; No Stars: 15 reviews; *: 5 reviews; **: 17 reviews; ***: 54 reviews; ****: 530 reviews;  With Context: 103;  With Image: 57;  With Media: 64;  Local Review: 621; ",https://shopee.vn/shop/110385078,https://shopee.ph/p-i.485917698.18843412320,"https://cf.shopee.vn/file/ph-11134103-23020-a6cb4nd976mv6c,https://cf.shopee.vn/file/ph-11134103-23020-l1cb4nd976mvaf",https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph_f11c4fbc-00fb-4130-8ea7-c65266993e47_000097.16000461675588507.mp4
8,,donnalem,"2023-03-07 02:31:25",4,5,4,5,"
https://cf.shopee.vn/file/ph-11134103-23030-fqtgs66bmcov83
https://cf.shopee.vn/file/ph-11134103-23030-fqtgs66bmcov83",,no,ph,yes,https://cf.shopee.vn/file/ph-11134103-23030-fqtgs66bmcov83,,"Rating Total: 621; No Stars: 15 reviews; *: 5 reviews; **: 17 reviews; ***: 54 reviews; ****: 530 reviews;  With Context: 103;  With Image: 57;  With Media: 64;  Local Review: 621; ",https://shopee.vn/shop/123316929,https://shopee.ph/p-i.485917698.18843412320,https://cf.shopee.vn/file/ph-11134103-23030-fqtgs66bmcov83,
9,,m*****y,"2023-03-31 10:01:13",5,5,5,5,"Performance:Good
Suitability:suitable

Thank you po reseller! So far po well-packaged and ni damages ang mga items.😊 Sana po magtagal po ito. Maraming salamat po ulit. God Bless po 🙏
https://cf.shopee.vn/file/ph-11134103-7qul8-lf118da7aduc52
https://cf.shopee.vn/file/ph-11134103-7qul8-lf118da7aduc52",,no,ph,yes,https://cf.shopee.vn/file/ph-11134103-7qul8-lf118da7aduc52,https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6jrnn-lf118vkwiges8e.default.mp4,"Rating Total: 621; No Stars: 15 reviews; *: 5 reviews; **: 17 reviews; ***: 54 reviews; ****: 530 reviews;  With Context: 103;  With Image: 57;  With Media: 64;  Local Review: 621; ",https://shopee.vn/shop/70694971,https://shopee.ph/p-i.485917698.18843412320,https://cf.shopee.vn/file/ph-11134103-7qul8-lf118da7aduc52,https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6jrnn-lf118vkwiges8e.default.mp4
10,,chezka.baldos,"2023-04-05 11:34:50",5,5,5,5,"Performance:works well!
Suitability:all good

Requested seller to ship asap and I indeed received it a few days after. Ready to do my sideline now, thank you seller for your speedy assistance!
https://cf.shopee.vn/file/ph-11134103-7qul3-lf89gltx649a65
https://cf.shopee.vn/file/ph-11134103-7qul3-lf89gltx649a65",,no,ph,yes,https://cf.shopee.vn/file/ph-11134103-7qul3-lf89gltx649a65,https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6jrnm-lf89gwyaw7im60.16000461680694441.mp4,"Rating Total: 621; No Stars: 15 reviews; *: 5 reviews; **: 17 reviews; ***: 54 reviews; ****: 530 reviews;  With Context: 103;  With Image: 57;  With Media: 64;  Local Review: 621; ",https://shopee.vn/shop/93415171,https://shopee.ph/p-i.485917698.18843412320,https://cf.shopee.vn/file/ph-11134103-7qul3-lf89gltx649a65,https://down-tx-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6jrnm-lf89gwyaw7im60.16000461680694441.mp4
