,,Author,Date,Rating,"Rating Delivery Service","Rating Product Quality","Rating Seller Service",Review,Version,"Oversea Shopping",Region,"Picture included",Photos,Videos,"Profile Url","Review Url"
1,,p*****4,"2023-05-16 11:05:14",5,0,5,0,"Highly recommend... good packinging,gumana nman ng maayos at complete items
https://cf.shopee.vn/file/ph-11134103-7quky-lguq6cyw889ybc
https://cf.shopee.vn/file/ph-11134103-7qul0-lguq6cxs9uquc1
https://cf.shopee.vn/file/ph-11134103-7qul2-lguq6cym8mw6bd
https://cf.shopee.vn/file/ph-11134103-7qukx-lguq6cy29fogfc
https://cf.shopee.vn/file/ph-11134103-7qul4-lguq6cym8mg0d7
https://cf.shopee.vn/file/ph-11134103-7quky-lguq6cyw889ybc
https://cf.shopee.vn/file/ph-11134103-7qul0-lguq6cxs9uquc1
https://cf.shopee.vn/file/ph-11134103-7qul2-lguq6cym8mw6bd
https://cf.shopee.vn/file/ph-11134103-7qukx-lguq6cy29fogfc
https://cf.shopee.vn/file/ph-11134103-7qul4-lguq6cym8mg0d7",Machine+Board+Kits,no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7quky-lguq6cyw889ybc, https://cf.shopee.vn/file/ph-11134103-7qul0-lguq6cxs9uquc1, https://cf.shopee.vn/file/ph-11134103-7qul2-lguq6cym8mw6bd, https://cf.shopee.vn/file/ph-11134103-7qukx-lguq6cy29fogfc, https://cf.shopee.vn/file/ph-11134103-7qul4-lguq6cym8mg0d7",,"Rating Total: 608; No Stars: 5 reviews; *: 5 reviews; **: 6 reviews; ***: 55 reviews; ****: 537 reviews;  With Context: 207;  With Image: 132;  With Media: 145;  Local Review: 608; ",https://shopee.vn/shop/994262981,https://shopee.ph/p-i.947048854.22140116967,"https://cf.shopee.vn/file/ph-11134103-7quky-lguq6cyw889ybc,https://cf.shopee.vn/file/ph-11134103-7qul0-lguq6cxs9uquc1,https://cf.shopee.vn/file/ph-11134103-7qul2-lguq6cym8mw6bd,https://cf.shopee.vn/file/ph-11134103-7qukx-lguq6cy29fogfc,https://cf.shopee.vn/file/ph-11134103-7qul4-lguq6cym8mg0d7",
2,,mhielryan,"2023-06-30 13:49:41",5,5,5,5,"Performance:very good
Product Quality:very good

Ganda nya lub it😘",Machine+Board+Kits,no,ph,yes,,https://down-cvs-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6jrnn-lin55qtsjl24c9.12000461688132982.mp4,"Rating Total: 608; No Stars: 5 reviews; *: 5 reviews; **: 6 reviews; ***: 55 reviews; ****: 537 reviews;  With Context: 207;  With Image: 132;  With Media: 145;  Local Review: 608; ",https://shopee.vn/shop/605436471,https://shopee.ph/p-i.947048854.22140116967,,https://down-cvs-sg.vod.susercontent.com/api/v4/11110103/mms/ph-11110103-6jrnn-lin55qtsjl24c9.12000461688132982.mp4
3,,gelica0_0,"2023-07-05 04:14:27",5,5,5,5,"Product Quality:Good
Best Feature:Good
Performance:Good

Okay sya, di lang keri ibang type ng tela. Thank you seller 😊
https://cf.shopee.vn/file/ph-11134103-7qukw-litpj0s8d1locd
https://cf.shopee.vn/file/ph-11134103-7qula-litpj0rnx00saf
https://cf.shopee.vn/file/ph-11134103-7qul7-litpj0s8bmrq18
https://cf.shopee.vn/file/ph-11134103-7qukw-litpj0s8d1locd
https://cf.shopee.vn/file/ph-11134103-7qula-litpj0rnx00saf
https://cf.shopee.vn/file/ph-11134103-7qul7-litpj0s8bmrq18",Machine+Board+Kits,no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7qukw-litpj0s8d1locd, https://cf.shopee.vn/file/ph-11134103-7qula-litpj0rnx00saf, https://cf.shopee.vn/file/ph-11134103-7qul7-litpj0s8bmrq18",,"Rating Total: 608; No Stars: 5 reviews; *: 5 reviews; **: 6 reviews; ***: 55 reviews; ****: 537 reviews;  With Context: 207;  With Image: 132;  With Media: 145;  Local Review: 608; ",https://shopee.vn/shop/284318650,https://shopee.ph/p-i.947048854.22140116967,"https://cf.shopee.vn/file/ph-11134103-7qukw-litpj0s8d1locd,https://cf.shopee.vn/file/ph-11134103-7qula-litpj0rnx00saf,https://cf.shopee.vn/file/ph-11134103-7qul7-litpj0s8bmrq18",
4,,p*****n,"2023-07-10 10:00:40",5,5,5,5,"nagustuhan po ng mom ko! thank youuuu! 😊 super responsive din si seller, super bilis din madeliver, inorder ko ng 7.7 nadeliver agad ng 7.9 😍❤ thank you so muchyyy ❤

video not related. lol
https://cf.shopee.vn/file/ph-11134103-7qul8-lj16s47nqezg1e
https://cf.shopee.vn/file/ph-11134103-7qul8-lj16s47nqezg1e",Machine+Board+Kits,no,ph,yes,https://cf.shopee.vn/file/ph-11134103-7qul8-lj16s47nqezg1e,,"Rating Total: 608; No Stars: 5 reviews; *: 5 reviews; **: 6 reviews; ***: 55 reviews; ****: 537 reviews;  With Context: 207;  With Image: 132;  With Media: 145;  Local Review: 608; ",https://shopee.vn/shop/92015543,https://shopee.ph/p-i.947048854.22140116967,https://cf.shopee.vn/file/ph-11134103-7qul8-lj16s47nqezg1e,
5,,v*****a,"2023-07-15 10:20:53",5,0,5,0,"Product Quality:ok
Best Feature:Good
Performance:Good

this sewing machine hasexcellent quality.... and also it fast delivered. i will rate 5 stars
https://cf.shopee.vn/file/ph-11134103-7qul8-lj8c9r7vxts6a8
https://cf.shopee.vn/file/ph-11134103-7qul8-lj8c9r7vxts6a8","eapansion board only",no,ph,yes,https://cf.shopee.vn/file/ph-11134103-7qul8-lj8c9r7vxts6a8,,"Rating Total: 608; No Stars: 5 reviews; *: 5 reviews; **: 6 reviews; ***: 55 reviews; ****: 537 reviews;  With Context: 207;  With Image: 132;  With Media: 145;  Local Review: 608; ",https://shopee.vn/shop/775202779,https://shopee.ph/p-i.947048854.22140116967,https://cf.shopee.vn/file/ph-11134103-7qul8-lj8c9r7vxts6a8,
6,,gayelauress,"2023-07-17 13:32:13",5,5,5,5,"Performance:10
Product Quality:10
Best Feature:light and auto sew

Maganda,nakakatuwa dahil sa maliit pero powerful yung machine..sana magtagal. Salamat seller and shopee
https://cf.shopee.vn/file/ph-11134103-7qul6-ljbdx3entopo9c
https://cf.shopee.vn/file/ph-11134103-7qul5-ljbdx3env3a444
https://cf.shopee.vn/file/ph-11134103-7qul6-ljbdx3enwhuk13
https://cf.shopee.vn/file/ph-11134103-7qul3-ljbdx3enxwf02c
https://cf.shopee.vn/file/ph-11134103-7qul6-ljbdx3entopo9c
https://cf.shopee.vn/file/ph-11134103-7qul5-ljbdx3env3a444
https://cf.shopee.vn/file/ph-11134103-7qul6-ljbdx3enwhuk13
https://cf.shopee.vn/file/ph-11134103-7qul3-ljbdx3enxwf02c",Machine+Board+Kits,no,ph,yes,"https://cf.shopee.vn/file/ph-11134103-7qul6-ljbdx3entopo9c, https://cf.shopee.vn/file/ph-11134103-7qul5-ljbdx3env3a444, https://cf.shopee.vn/file/ph-11134103-7qul6-ljbdx3enwhuk13, https://cf.shopee.vn/file/ph-11134103-7qul3-ljbdx3enxwf02c",,"Rating Total: 608; No Stars: 5 reviews; *: 5 reviews; **: 6 reviews; ***: 55 reviews; ****: 537 reviews;  With Context: 207;  With Image: 132;  With Media: 145;  Local Review: 608; ",https://shopee.vn/shop/27340443,https://shopee.ph/p-i.947048854.22140116967,"https://cf.shopee.vn/file/ph-11134103-7qul6-ljbdx3entopo9c,https://cf.shopee.vn/file/ph-11134103-7qul5-ljbdx3env3a444,https://cf.shopee.vn/file/ph-11134103-7qul6-ljbdx3enwhuk13,https://cf.shopee.vn/file/ph-11134103-7qul3-ljbdx3enxwf02c",
7,,reamorales,"2023-07-20 03:41:16",5,5,5,5,"Product Quality:good
Best Feature:handy
Performance:good

Safely delivered and functioning well. 🫶🏼🫶🏼🫶🏼",Machine+Board+Kits,no,ph,no,,,"Rating Total: 608; No Stars: 5 reviews; *: 5 reviews; **: 6 reviews; ***: 55 reviews; ****: 537 reviews;  With Context: 207;  With Image: 132;  With Media: 145;  Local Review: 608; ",https://shopee.vn/shop/12618261,https://shopee.ph/p-i.947048854.22140116967,,
8,,g*****y,"2023-07-25 08:12:19",5,4,5,5,"Best Feature:working properly
Performance:good
Product Quality:served its purpose

My wife like it!",Machine+Board+Kits,no,ph,no,,,"Rating Total: 608; No Stars: 5 reviews; *: 5 reviews; **: 6 reviews; ***: 55 reviews; ****: 537 reviews;  With Context: 207;  With Image: 132;  With Media: 145;  Local Review: 608; ",https://shopee.vn/shop/134897346,https://shopee.ph/p-i.947048854.22140116967,,
9,,marjess20,"2023-07-25 15:42:09",5,5,5,5,"Product Quality:good
Best Feature:good
Performance:good

What you see is what you get, smooth ang tahi nya at kayang-kaya ang makapal na tela, overall good sya. Hopefully magtagal sya at magamit sa mahabang panahon. Thank you seller☺️, shopee at sa rider po na nagdeliver sa bahay☺️
https://cf.shopee.vn/file/ph-11134103-7qula-ljmxr9iakw30f2
https://cf.shopee.vn/file/ph-11134103-7qula-ljmxr9iakw30f2",Machine+Board+Kits,no,ph,yes,https://cf.shopee.vn/file/ph-11134103-7qula-ljmxr9iakw30f2,,"Rating Total: 608; No Stars: 5 reviews; *: 5 reviews; **: 6 reviews; ***: 55 reviews; ****: 537 reviews;  With Context: 207;  With Image: 132;  With Media: 145;  Local Review: 608; ",https://shopee.vn/shop/32603861,https://shopee.ph/p-i.947048854.22140116967,https://cf.shopee.vn/file/ph-11134103-7qula-ljmxr9iakw30f2,
10,,ybetg,"2023-07-28 08:40:57",5,5,5,5,"Performance:di ko pa na try. pag aralan ko muna pag gamit.
Best Feature:love the color . ang linis
Product Quality:mukhang matibay at parang madaming magagawang tatahiin. 🥰",Machine+Board+Kits,no,ph,no,,,"Rating Total: 608; No Stars: 5 reviews; *: 5 reviews; **: 6 reviews; ***: 55 reviews; ****: 537 reviews;  With Context: 207;  With Image: 132;  With Media: 145;  Local Review: 608; ",https://shopee.vn/shop/397655740,https://shopee.ph/p-i.947048854.22140116967,,
